Channel Id,Channel Title,View Count,Subscriber Count,Video Count,Channel Country,Channel Description
UC98CzaYuFNAA_gOINFB0e4Q,EuroPython Conference,2693757,22300,1615,SE,"The official YouTube Channel of the EuroPython conferences. Current edition: EuroPython 2020.

EuroPython is the official European conference for the Python programming language.

Copyright © 2004-2020, EuroPython Speakers, EuroPython Society, Sweden and the Local Organizers of the EuroPython conferences. ""EuroPython"" is a trademark of the EuroPython Society.

Photo references:
https://ep2020.europython.eu/imprint/"
